Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"PP","Prix à la Production - Annuels","58","Équateur","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2011","2011","USD","2716.7","F","Estimation FAO"
"PP","Prix à la Production - Annuels","58","Équateur","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2012","2012","USD","2691.3","F","Estimation FAO"
"PP","Prix à la Production - Annuels","58","Équateur","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2013","2013","USD","2769.3","F","Estimation FAO"
"PP","Prix à la Production - Annuels","58","Équateur","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2014","2014","USD","2933.5","F","Estimation FAO"
"PP","Prix à la Production - Annuels","58","Équateur","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2015","2015","USD","2871.5","F","Estimation FAO"
"PP","Prix à la Production - Annuels","58","Équateur","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2016","2016","USD","2337.9","","Donnée officielle"
"PP","Prix à la Production - Annuels","58","Équateur","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2017","2017","USD","2024.3","","Donnée officielle"
"PP","Prix à la Production - Annuels","178","Érythrée","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1993","1993","USD","1908.2","*","Chiffre non officiel"
"PP","Prix à la Production - Annuels","178","Érythrée","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1994","1994","USD","1279.7","*","Chiffre non officiel"
"PP","Prix à la Production - Annuels","203","Espagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1991","1991","USD","884.4","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","203","Espagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1992","1992","USD","917.3","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","203","Espagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1993","1993","USD","791.6","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","203","Espagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1994","1994","USD","793.6","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","203","Espagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1995","1995","USD","734","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","203","Espagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1996","1996","USD","863.4","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","203","Espagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1997","1997","USD","706.5","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","203","Espagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1998","1998","USD","666.3","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","203","Espagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1999","1999","USD","535.9","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","203","Espagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2000","2000","USD","599.1","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","203","Espagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2001","2001","USD","638","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","203","Espagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2002","2002","USD","698.3","","Donnée officielle"
"PP","Prix à la Production - Annuels","203","Espagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2003","2003","USD","943.5","","Donnée officielle"
"PP","Prix à la Production - Annuels","203","Espagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2004","2004","USD","1064.1","","Donnée officielle"
"PP","Prix à la Production - Annuels","203","Espagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2005","2005","USD","1106.8","","Donnée officielle"
"PP","Prix à la Production - Annuels","203","Espagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2006","2006","USD","1218.6","","Donnée officielle"
"PP","Prix à la Production - Annuels","203","Espagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2007","2007","USD","1489","","Donnée officielle"
"PP","Prix à la Production - Annuels","203","Espagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2008","2008","USD","1499.5","","Donnée officielle"
"PP","Prix à la Production - Annuels","203","Espagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2009","2009","USD","1397.4","","Donnée officielle"
"PP","Prix à la Production - Annuels","203","Espagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2010","2010","USD","1292.9","","Donnée officielle"
"PP","Prix à la Production - Annuels","203","Espagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2011","2011","USD","1603","","Donnée officielle"
"PP","Prix à la Production - Annuels","203","Espagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2012","2012","USD","1605.3","","Donnée officielle"
"PP","Prix à la Production - Annuels","203","Espagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2013","2013","USD","1603.8","","Donnée officielle"
"PP","Prix à la Production - Annuels","203","Espagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2014","2014","USD","1516.7","","Donnée officielle"
"PP","Prix à la Production - Annuels","203","Espagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2015","2015","USD","1227.7","","Donnée officielle"
"PP","Prix à la Production - Annuels","203","Espagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2016","2016","USD","1142","","Donnée officielle"
"PP","Prix à la Production - Annuels","203","Espagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2017","2017","USD","1305.8","","Donnée officielle"
"PP","Prix à la Production - Annuels","63","Estonie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1992","1992","USD","1421.7","","Donnée officielle"
"PP","Prix à la Production - Annuels","63","Estonie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1993","1993","USD","1325","","Donnée officielle"
"PP","Prix à la Production - Annuels","63","Estonie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1994","1994","USD","1491.5","","Donnée officielle"
"PP","Prix à la Production - Annuels","63","Estonie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1995","1995","USD","1093.3","","Donnée officielle"
"PP","Prix à la Production - Annuels","63","Estonie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1996","1996","USD","1225.8","","Donnée officielle"
"PP","Prix à la Production - Annuels","63","Estonie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1997","1997","USD","1287.1","","Donnée officielle"
"PP","Prix à la Production - Annuels","63","Estonie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1998","1998","USD","923.9","","Donnée officielle"
"PP","Prix à la Production - Annuels","63","Estonie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1999","1999","USD","842.6","","Donnée officielle"
"PP","Prix à la Production - Annuels","63","Estonie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2000","2000","USD","523.7","","Donnée officielle"
"PP","Prix à la Production - Annuels","63","Estonie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2001","2001","USD","869.1","","Donnée officielle"
"PP","Prix à la Production - Annuels","63","Estonie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2002","2002","USD","776.3","","Donnée officielle"
"PP","Prix à la Production - Annuels","63","Estonie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2003","2003","USD","927.6","","Donnée officielle"
"PP","Prix à la Production - Annuels","63","Estonie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2004","2004","USD","1139.4","","Donnée officielle"
"PP","Prix à la Production - Annuels","63","Estonie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2005","2005","USD","1104.7","","Donnée officielle"
"PP","Prix à la Production - Annuels","63","Estonie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2006","2006","USD","1125.8","","Donnée officielle"
"PP","Prix à la Production - Annuels","63","Estonie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2007","2007","USD","1568.9","","Donnée officielle"
"PP","Prix à la Production - Annuels","63","Estonie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2008","2008","USD","1789.6","","Donnée officielle"
"PP","Prix à la Production - Annuels","63","Estonie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2009","2009","USD","1421","","Donnée officielle"
"PP","Prix à la Production - Annuels","63","Estonie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2010","2010","USD","1209.1","","Donnée officielle"
"PP","Prix à la Production - Annuels","63","Estonie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2011","2011","USD","1338.8","","Donnée officielle"
"PP","Prix à la Production - Annuels","63","Estonie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2012","2012","USD","1268.5","","Donnée officielle"
"PP","Prix à la Production - Annuels","63","Estonie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2013","2013","USD","1457.9","","Donnée officielle"
"PP","Prix à la Production - Annuels","63","Estonie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2014","2014","USD","1415.3","","Donnée officielle"
"PP","Prix à la Production - Annuels","63","Estonie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2015","2015","USD","1275.4","","Donnée officielle"
"PP","Prix à la Production - Annuels","63","Estonie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2016","2016","USD","1284.6","","Donnée officielle"
"PP","Prix à la Production - Annuels","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1991","1991","USD","679","","Donnée officielle"
"PP","Prix à la Production - Annuels","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1992","1992","USD","701","","Donnée officielle"
"PP","Prix à la Production - Annuels","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1993","1993","USD","750","","Donnée officielle"
"PP","Prix à la Production - Annuels","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1994","1994","USD","772","","Donnée officielle"
"PP","Prix à la Production - Annuels","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1995","1995","USD","758","","Donnée officielle"
"PP","Prix à la Production - Annuels","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1996","1996","USD","840","","Donnée officielle"
"PP","Prix à la Production - Annuels","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1997","1997","USD","831","","Donnée officielle"
"PP","Prix à la Production - Annuels","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1998","1998","USD","866","","Donnée officielle"
"PP","Prix à la Production - Annuels","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1999","1999","USD","818","","Donnée officielle"
"PP","Prix à la Production - Annuels","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2000","2000","USD","750","","Donnée officielle"
"PP","Prix à la Production - Annuels","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2001","2001","USD","860","","Donnée officielle"
"PP","Prix à la Production - Annuels","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2002","2002","USD","683","","Donnée officielle"
"PP","Prix à la Production - Annuels","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2003","2003","USD","772","","Donnée officielle"
"PP","Prix à la Production - Annuels","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2004","2004","USD","992","","Donnée officielle"
"PP","Prix à la Production - Annuels","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2005","2005","USD","970","","Donnée officielle"
"PP","Prix à la Production - Annuels","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2006","2006","USD","794","","Donnée officielle"
"PP","Prix à la Production - Annuels","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2007","2007","USD","961","","Donnée officielle"
"PP","Prix à la Production - Annuels","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2008","2008","USD","1010","","Donnée officielle"
"PP","Prix à la Production - Annuels","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2009","2009","USD","999","","Donnée officielle"
"PP","Prix à la Production - Annuels","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2010","2010","USD","1080","","Donnée officielle"
"PP","Prix à la Production - Annuels","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2011","2011","USD","1012","","Donnée officielle"
"PP","Prix à la Production - Annuels","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2012","2012","USD","1127","","Donnée officielle"
"PP","Prix à la Production - Annuels","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2013","2013","USD","1332","","Donnée officielle"
"PP","Prix à la Production - Annuels","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2014","2014","USD","1407","","Donnée officielle"
"PP","Prix à la Production - Annuels","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2015","2015","USD","1166","","Donnée officielle"
"PP","Prix à la Production - Annuels","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2016","2016","USD","1054","","Donnée officielle"
"PP","Prix à la Production - Annuels","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2017","2017","USD","1204","","Donnée officielle"
"PP","Prix à la Production - Annuels","238","Éthiopie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1994","1994","USD","673.4","","Donnée officielle"
"PP","Prix à la Production - Annuels","238","Éthiopie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1995","1995","USD","764.8","","Donnée officielle"
"PP","Prix à la Production - Annuels","238","Éthiopie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1996","1996","USD","726.6","","Donnée officielle"
"PP","Prix à la Production - Annuels","238","Éthiopie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1997","1997","USD","670.7","","Donnée officielle"
"PP","Prix à la Production - Annuels","238","Éthiopie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1998","1998","USD","627.7","","Donnée officielle"
"PP","Prix à la Production - Annuels","238","Éthiopie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1999","1999","USD","496.7","F","Estimation FAO"
"PP","Prix à la Production - Annuels","238","Éthiopie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2000","2000","USD","489.7","F","Estimation FAO"
"PP","Prix à la Production - Annuels","238","Éthiopie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2001","2001","USD","410.8","F","Estimation FAO"
"PP","Prix à la Production - Annuels","238","Éthiopie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2002","2002","USD","360.2","F","Estimation FAO"
"PP","Prix à la Production - Annuels","238","Éthiopie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2003","2003","USD","424.4","F","Estimation FAO"
"PP","Prix à la Production - Annuels","238","Éthiopie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2004","2004","USD","440.4","F","Estimation FAO"
"PP","Prix à la Production - Annuels","238","Éthiopie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2005","2005","USD","503.6","F","Estimation FAO"
"PP","Prix à la Production - Annuels","238","Éthiopie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2006","2006","USD","1215.1","","Donnée officielle"
"PP","Prix à la Production - Annuels","238","Éthiopie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2007","2007","USD","1602.8","","Donnée officielle"
"PP","Prix à la Production - Annuels","238","Éthiopie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2008","2008","USD","1993.8","","Donnée officielle"
"PP","Prix à la Production - Annuels","238","Éthiopie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2009","2009","USD","2143","F","Estimation FAO"
"PP","Prix à la Production - Annuels","238","Éthiopie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2010","2010","USD","1379.7","","Donnée officielle"
"PP","Prix à la Production - Annuels","238","Éthiopie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2011","2011","USD","1858.6","","Donnée officielle"
"PP","Prix à la Production - Annuels","238","Éthiopie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2012","2012","USD","1985.4","","Donnée officielle"
"PP","Prix à la Production - Annuels","238","Éthiopie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2013","2013","USD","1823.5","F","Estimation FAO"
"PP","Prix à la Production - Annuels","238","Éthiopie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2014","2014","USD","1782.6","F","Estimation FAO"
"PP","Prix à la Production - Annuels","238","Éthiopie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2015","2015","USD","1717.9","F","Estimation FAO"
"PP","Prix à la Production - Annuels","238","Éthiopie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2016","2016","USD","3773","","Donnée officielle"
"PP","Prix à la Production - Annuels","238","Éthiopie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2017","2017","USD","4252.5","","Donnée officielle"
"PP","Prix à la Production - Annuels","62","Éthiopie RDP","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1991","1991","USD","1382.3","","Donnée officielle"
"PP","Prix à la Production - Annuels","62","Éthiopie RDP","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1992","1992","USD","1205.1","","Donnée officielle"
"PP","Prix à la Production - Annuels","185","Fédération de Russie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1992","1992","USD","848.2","","Donnée officielle"
"PP","Prix à la Production - Annuels","185","Fédération de Russie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1993","1993","USD","1264.6","","Donnée officielle"
"PP","Prix à la Production - Annuels","185","Fédération de Russie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1994","1994","USD","983.8","","Donnée officielle"
"PP","Prix à la Production - Annuels","185","Fédération de Russie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1995","1995","USD","1114.1","","Donnée officielle"
"PP","Prix à la Production - Annuels","185","Fédération de Russie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1996","1996","USD","1100.6","","Donnée officielle"
"PP","Prix à la Production - Annuels","185","Fédération de Russie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1997","1997","USD","1229.2","","Donnée officielle"
"PP","Prix à la Production - Annuels","185","Fédération de Russie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1998","1998","USD","895.8","","Donnée officielle"
"PP","Prix à la Production - Annuels","185","Fédération de Russie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1999","1999","USD","670.5","","Donnée officielle"
"PP","Prix à la Production - Annuels","185","Fédération de Russie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2000","2000","USD","728.1","","Donnée officielle"
"PP","Prix à la Production - Annuels","185","Fédération de Russie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2001","2001","USD","921.1","","Donnée officielle"
"PP","Prix à la Production - Annuels","185","Fédération de Russie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2002","2002","USD","820.1","","Donnée officielle"
"PP","Prix à la Production - Annuels","185","Fédération de Russie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2003","2003","USD","932.3","","Donnée officielle"
"PP","Prix à la Production - Annuels","185","Fédération de Russie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2004","2004","USD","1245.8","","Donnée officielle"
"PP","Prix à la Production - Annuels","185","Fédération de Russie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2005","2005","USD","1442.9","","Donnée officielle"
"PP","Prix à la Production - Annuels","185","Fédération de Russie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2006","2006","USD","1464.5","","Donnée officielle"
"PP","Prix à la Production - Annuels","185","Fédération de Russie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2007","2007","USD","1694.6","","Donnée officielle"
"PP","Prix à la Production - Annuels","185","Fédération de Russie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2008","2008","USD","1813.7","","Donnée officielle"
"PP","Prix à la Production - Annuels","185","Fédération de Russie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2009","2009","USD","1708.5","","Donnée officielle"
"PP","Prix à la Production - Annuels","185","Fédération de Russie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2010","2010","USD","1744.1","","Donnée officielle"
"PP","Prix à la Production - Annuels","185","Fédération de Russie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2011","2011","USD","1856.5","","Donnée officielle"
"PP","Prix à la Production - Annuels","185","Fédération de Russie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2012","2012","USD","1789","","Donnée officielle"
"PP","Prix à la Production - Annuels","185","Fédération de Russie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2013","2013","USD","1707.4","","Donnée officielle"
"PP","Prix à la Production - Annuels","185","Fédération de Russie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2014","2014","USD","1658.6","","Donnée officielle"
"PP","Prix à la Production - Annuels","185","Fédération de Russie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2015","2015","USD","1169.6","","Donnée officielle"
"PP","Prix à la Production - Annuels","185","Fédération de Russie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2016","2016","USD","1078.9","","Donnée officielle"
"PP","Prix à la Production - Annuels","185","Fédération de Russie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2017","2017","USD","1166.5","","Donnée officielle"
"PP","Prix à la Production - Annuels","66","Fidji","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1998","1998","USD","1500.9","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","66","Fidji","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1999","1999","USD","1514","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","66","Fidji","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2000","2000","USD","1400.9","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","66","Fidji","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2001","2001","USD","1403.4","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","66","Fidji","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2002","2002","USD","1461.1","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","66","Fidji","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2003","2003","USD","1872.8","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","66","Fidji","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2004","2004","USD","2048.5","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","66","Fidji","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2005","2005","USD","2099.4","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","66","Fidji","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2006","2006","USD","2255.7","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","66","Fidji","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2007","2007","USD","2425","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","66","Fidji","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2008","2008","USD","2450.3","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","66","Fidji","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2009","2009","USD","2177.4","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","66","Fidji","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2010","2010","USD","1737.5","","Donnée officielle"
"PP","Prix à la Production - Annuels","66","Fidji","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2011","2011","USD","1858.7","","Donnée officielle"
"PP","Prix à la Production - Annuels","66","Fidji","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2012","2012","USD","1862.1","","Donnée officielle"
"PP","Prix à la Production - Annuels","66","Fidji","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2013","2013","USD","1810","","Donnée officielle"
"PP","Prix à la Production - Annuels","66","Fidji","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2014","2014","USD","1766","","Donnée officielle"
"PP","Prix à la Production - Annuels","66","Fidji","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2015","2015","USD","2860.4","","Donnée officielle"
"PP","Prix à la Production - Annuels","66","Fidji","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2016","2016","USD","3881.9","","Donnée officielle"
"PP","Prix à la Production - Annuels","66","Fidji","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2017","2017","USD","3628.7","","Donnée officielle"
"PP","Prix à la Production - Annuels","67","Finlande","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1991","1991","USD","2518.6","","Donnée officielle"
"PP","Prix à la Production - Annuels","67","Finlande","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1992","1992","USD","2157","","Donnée officielle"
"PP","Prix à la Production - Annuels","67","Finlande","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1993","1993","USD","1641.5","","Donnée officielle"
"PP","Prix à la Production - Annuels","67","Finlande","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1994","1994","USD","1777.5","","Donnée officielle"
"PP","Prix à la Production - Annuels","67","Finlande","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2004","2004","USD","1089.6","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","67","Finlande","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2005","2005","USD","1063.3","Fc","Donnée calculée"
